fecha,apertura,maximo,minimo,cierre,volumen,openint
"2021-05-25","158.37","158.37","158.37","158.37","","0"
"2021-05-26","158.37","159.08","156.74","158.05","","0"
"2021-05-27","158.05","159.33","157.93","158.72","","0"
"2021-05-28","158.72","160.48","158.06","159.49","","0"
"2021-05-29","159.49","159.49","159.49","159.49","","0"
"2021-05-30","159.49","159.49","159.49","159.49","","0"
"2021-05-31","159.49","161.54","159.49","160.23","","0"
"2021-06-01","160.23","161.33","159.86","160.96","","0"
"2021-06-02","160.96","162.45","160.59","161.71","","0"
"2021-06-03","161.71","163.22","160.39","161.33","","0"
"2021-06-04","161.33","162.45","160.32","160.86","","0"
"2021-06-05","160.86","160.86","160.86","160.86","","0"
"2021-06-06","160.86","160.86","160.86","160.86","","0"
"2021-06-07","160.86","161.61","160.27","160.55","","0"
"2021-06-08","160.55","161.3","159.78","160.48","","0"
"2021-06-09","160.48","160.93","158.89","159.68","","0"
"2021-06-10","159.68","160.45","158.29","159.07","","0"
"2021-06-11","159.07","159.77","157.84","158.09","","0"
"2021-06-12","158.09","158.09","158.09","158.09","","0"
"2021-06-13","158.09","158.09","158.09","158.09","","0"
"2021-06-14","158.09","159.33","157.33","157.95","","0"
"2021-06-15","157.95","158.72","157.77","158.72","","0"
"2021-06-16","158.72","160.29","158.52","159.19","","0"
"2021-06-17","159.19","161.07","159.19","160.41","","0"
"2021-06-18","160.41","161.76","159.84","159.84","","0"
"2021-06-19","159.84","159.84","159.84","159.84","","0"
"2021-06-20","159.84","159.84","159.84","159.84","","0"
"2021-06-21","159.84","159.84","159.84","159.84","","0"
"2021-06-22","159.84","162.79","159.37","160.63","","0"
"2021-06-23","160.63","162.49","160.59","160.92","","0"
"2021-06-24","160.92","162.93","160.92","162.03","","0"
"2021-06-25","162.03","164.22","162.03","163.53","","0"
"2021-06-26","163.53","163.53","163.53","163.53","","0"
"2021-06-27","163.53","163.53","163.53","163.53","","0"
"2021-06-28","163.53","166.22","162.28","162.78","","0"
"2021-06-29","162.78","164.94","162.78","163.75","","0"
"2021-06-30","163.75","165.65","163.57","163.57","","0"
"2021-07-01","163.57","165.92","163.57","165.77","","0"
"2021-07-02","165.77","168.5","165.77","166.35","","0"
"2021-07-03","166.35","166.35","166.35","166.35","","0"
"2021-07-04","166.35","166.35","166.35","166.35","","0"
"2021-07-05","166.35","169.07","166.35","166.45","","0"
"2021-07-06","166.45","168.82","165.95","165.98","","0"
"2021-07-07","165.98","168.65","165.98","166.2","","0"
"2021-07-08","166.2","168.2","166.2","166.42","","0"
"2021-07-09","166.42","166.42","166.42","166.42","","0"
"2021-07-10","166.42","166.42","166.42","166.42","","0"
"2021-07-11","166.42","166.42","166.42","166.42","","0"
"2021-07-12","166.42","168.82","165.47","166.05","","0"
"2021-07-13","166.05","167.67","165.38","165.38","","0"
"2021-07-14","165.38","166.78","165.29","165.29","","0"
"2021-07-15","165.29","167.07","165.26","165.26","","0"
"2021-07-16","165.26","168.01","165.26","165.5","","0"
"2021-07-17","165.5","165.5","165.5","165.5","","0"
"2021-07-18","165.5","165.5","165.5","165.5","","0"
"2021-07-19","165.5","168.79","165.5","165.79","","0"
"2021-07-20","165.79","169.71","165.79","166.07","","0"
"2021-07-21","166.07","168.83","166.07","166.3","","0"
"2021-07-22","166.3","168.63","166.3","166.39","","0"
"2021-07-23","166.39","169.21","166.39","166.48","","0"
"2021-07-24","166.48","166.48","166.48","166.48","","0"
"2021-07-25","166.48","166.48","166.48","166.48","","0"
"2021-07-26","166.48","168.98","166.48","166.81","","0"
"2021-07-27","166.81","168.76","166.81","167.36","","0"
"2021-07-28","167.36","169.15","167.36","167.9","","0"
"2021-07-29","167.9","169.37","167.9","168.31","","0"
"2021-07-30","168.31","169.76","168.19","168.19","","0"
"2021-07-31","168.19","168.19","168.19","168.19","","0"
"2021-08-01","168.19","168.19","168.19","168.19","","0"
"2021-08-02","168.19","169.62","168.19","168.67","","0"
"2021-08-03","168.67","169.82","168.67","169.57","","0"
"2021-08-04","169.57","171","169.57","169.73","","0"
"2021-08-05","169.73","170.87","169.73","169.93","","0"
"2021-08-06","169.93","170.74","169.41","170.09","","0"
"2021-08-07","170.09","170.09","170.09","170.09","","0"
"2021-08-08","170.09","170.09","170.09","170.09","","0"
"2021-08-09","170.09","171.43","169.17","169.94","","0"
"2021-08-10","169.94","170.49","169.54","169.87","","0"
"2021-08-11","169.87","170.69","169.87","170.03","","0"
"2021-08-12","170.03","170.88","169.34","169.62","","0"
"2021-08-13","169.62","171.38","169.18","169.45","","0"
"2021-08-14","169.45","169.45","169.45","169.45","","0"
"2021-08-15","169.45","169.45","169.45","169.45","","0"
"2021-08-16","169.45","169.45","169.45","169.45","","0"
"2021-08-17","169.45","172.44","169.41","169.41","","0"
"2021-08-18","169.41","172.21","169.39","169.39","","0"
"2021-08-19","169.39","172.27","169.36","169.36","","0"
"2021-08-20","169.36","172.03","169.32","169.32","","0"
"2021-08-21","169.32","169.32","169.32","169.32","","0"
"2021-08-22","169.32","169.32","169.32","169.32","","0"
"2021-08-23","169.32","171.34","169.32","169.46","","0"
"2021-08-24","169.46","171.01","169.43","169.43","","0"
"2021-08-25","169.43","170.78","169.43","169.66","","0"
"2021-08-26","169.66","170.87","169.66","169.96","","0"
"2021-08-27","169.96","171.95","169.96","169.97","","0"
"2021-08-28","169.97","169.97","169.97","169.97","","0"
"2021-08-29","169.97","169.97","169.97","169.97","","0"
"2021-08-30","169.97","171.6","169.97","169.98","","0"
"2021-08-31","169.98","171.43","169.98","170.26","","0"
"2021-09-01","170.26","171.78","170.26","170.42","","0"
"2021-09-02","170.42","172.34","170.42","170.58","","0"
"2021-09-03","170.58","173.12","170.58","170.58","","0"
"2021-09-04","170.58","170.58","170.58","170.58","","0"
"2021-09-05","170.58","170.58","170.58","170.58","","0"
"2021-09-06","170.58","172.74","170.58","170.82","","0"
"2021-09-07","170.82","173.07","170.82","171.2","","0"
"2021-09-08","171.2","173.29","170.64","170.68","","0"
"2021-09-09","170.68","172.88","170.67","170.67","","0"
"2021-09-10","170.67","172.75","170.65","170.65","","0"
"2021-09-11","170.65","170.65","170.65","170.65","","0"
"2021-09-12","170.65","170.65","170.65","170.65","","0"
"2021-09-13","170.65","174.64","170.65","171.04","","0"
"2021-09-14","171.04","173.33","171.04","171.44","","0"
"2021-09-15","171.44","173.22","171.44","171.83","","0"
"2021-09-16","171.83","173.47","171.83","172.32","","0"
"2021-09-17","172.32","174.13","172.32","172.44","","0"
"2021-09-18","172.44","172.44","172.44","172.44","","0"
"2021-09-19","172.44","172.44","172.44","172.44","","0"
"2021-09-20","172.44","175.49","172.44","172.68","","0"
"2021-09-21","172.68","174.43","172.64","172.67","","0"
"2021-09-22","172.67","173.95","172.67","172.99","","0"
"2021-09-23","172.99","174.41","172.99","173.33","","0"
"2021-09-24","173.33","175.92","173.33","173.42","","0"
